display_name,model_id,transport,task,case_index,score,status
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_drugs,10,0.2,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_drugs,11,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_drugs,12,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_drugs,13,0.2,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_drugs,14,0.4,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_drugs,15,0.2,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_drugs,16,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_drugs,17,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_drugs,18,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_drugs,19,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_drugs,20,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_targets,1,0.3333333333333333,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_targets,2,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_targets,3,0.3333333333333333,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_targets,4,0.6666666666666666,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_targets,5,0.3333333333333333,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_targets,6,0.6666666666666666,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_targets,7,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_targets,8,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_targets,9,0.6666666666666666,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_targets,10,0.3333333333333333,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_targets,11,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_targets,12,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_targets,13,0.3333333333333333,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_targets,14,0.6666666666666666,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_targets,15,0.3333333333333333,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_targets,16,0.3333333333333333,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_targets,17,0.3333333333333333,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_targets,18,0.3333333333333333,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_targets,19,0.3333333333333333,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_targets,20,0.3333333333333333,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_property_prediction,1,0.7635613319710484,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_property_prediction,2,0.7439406134845874,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_property_prediction,3,0.797576988896729,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_property_prediction,4,0.7972457279012124,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_property_prediction,5,0.9537267850523822,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_property_prediction,6,0.9730509237175429,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_property_prediction,7,0.7547164931401384,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_property_prediction,8,0.9965914431987996,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_property_prediction,9,0.9757335579596971,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_property_prediction,10,0.9957723360382449,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_property_prediction,11,0.5804603712377878,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_property_prediction,12,0.961852664791824,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_property_prediction,13,0.3446765794591881,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_property_prediction,14,0.780573427940049,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_property_prediction,15,0.776408928949101,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_property_prediction,16,0.7709484593081191,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_property_prediction,17,0.7815091774303194,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_property_prediction,18,0.5517321269449585,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_property_prediction,19,0.5568995123291435,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_property_prediction,20,0.4684704201641218,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,virtual_screening,1,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,virtual_screening,2,1.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,virtual_screening,3,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,virtual_screening,4,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,virtual_screening,5,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,virtual_screening,6,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,virtual_screening,7,1.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,virtual_screening,8,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,virtual_screening,9,1.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,virtual_screening,10,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,virtual_screening,11,1.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,virtual_screening,12,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,virtual_screening,13,,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,virtual_screening,14,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,virtual_screening,15,1.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,virtual_screening,16,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,virtual_screening,17,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,virtual_screening,18,1.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,virtual_screening,19,1.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,virtual_screening,20,1.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,binding_mechanism,1,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,binding_mechanism,2,0.4,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,binding_mechanism,3,0.2,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,binding_mechanism,4,0.2,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,binding_mechanism,5,0.6,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,binding_mechanism,6,0.2,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,binding_mechanism,7,0.6,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,binding_mechanism,8,0.4,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,binding_mechanism,9,0.4,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,binding_mechanism,10,0.2,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,binding_mechanism,11,0.6,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,binding_mechanism,12,0.4,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,binding_mechanism,13,0.6,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,binding_mechanism,14,0.6,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,binding_mechanism,15,0.2,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,binding_mechanism,16,0.2,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,binding_mechanism,17,0.2,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,binding_mechanism,18,0.2,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,binding_mechanism,19,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,binding_mechanism,20,0.4,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_design,1,0.9393371442746473,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_design,2,0.9393430249667775,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_design,3,0.9392398353190857,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_design,4,0.9306930505463051,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_design,5,0.932010072456355,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_design,6,0.9131410375117326,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_design,7,0.9239555027224133,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_design,8,0.9268458099493682,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_design,9,0.9315390528533545,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_design,10,0.936316038494353,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_design,11,0.924411425494508,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_design,12,0.939693900757186,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_design,13,0.9354011208999556,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_design,14,0.9335605898526047,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_design,15,0.8823304790974258,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_design,16,0.9256305329881658,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_design,17,0.9178043145974886,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_design,18,0.9388288712910496,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_design,19,0.9429173797110199,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,molecular_design,20,0.9170467857542653,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrosynthesis_planning,1,0.5,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrosynthesis_planning,2,0.5,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrosynthesis_planning,3,0.5,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrosynthesis_planning,4,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrosynthesis_planning,5,0.5,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrosynthesis_planning,6,0.5,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrosynthesis_planning,7,0.5,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrosynthesis_planning,8,0.5,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrosynthesis_planning,9,0.5,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrosynthesis_planning,10,0.5,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrosynthesis_planning,11,0.5,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrosynthesis_planning,12,0.5,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrosynthesis_planning,13,0.5,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrosynthesis_planning,14,1.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrosynthesis_planning,15,0.5,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrosynthesis_planning,16,0.5,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrosynthesis_planning,17,0.5,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrosynthesis_planning,18,0.5,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrosynthesis_planning,19,0.5,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrosynthesis_planning,20,0.5,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,foundational_biomedical_knowledge,1,1.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,foundational_biomedical_knowledge,2,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,foundational_biomedical_knowledge,3,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,foundational_biomedical_knowledge,4,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,foundational_biomedical_knowledge,5,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,foundational_biomedical_knowledge,6,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,foundational_biomedical_knowledge,7,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,foundational_biomedical_knowledge,8,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,foundational_biomedical_knowledge,9,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,foundational_biomedical_knowledge,10,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,foundational_biomedical_knowledge,11,1.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,foundational_biomedical_knowledge,12,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,foundational_biomedical_knowledge,13,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,foundational_biomedical_knowledge,14,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,foundational_biomedical_knowledge,15,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,foundational_biomedical_knowledge,16,1.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,foundational_biomedical_knowledge,17,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,foundational_biomedical_knowledge,18,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,foundational_biomedical_knowledge,19,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,foundational_biomedical_knowledge,20,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_drugs,1,0.2,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_drugs,2,0.2,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_drugs,3,0.2,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_drugs,4,0.2,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_drugs,5,0.2,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_drugs,6,0.2,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_drugs,7,0.8,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_drugs,8,0.4,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_drugs,9,0.4,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_drugs,10,0.2,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_drugs,11,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_drugs,12,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_drugs,13,0.2,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_drugs,14,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_drugs,15,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_drugs,16,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_drugs,17,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_drugs,18,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_drugs,19,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_drugs,20,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_targets,1,0.3333333333333333,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_targets,2,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_targets,3,0.3333333333333333,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_targets,4,0.6666666666666666,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_targets,5,0.3333333333333333,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_targets,6,0.3333333333333333,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_targets,7,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_targets,8,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_targets,9,0.6666666666666666,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_targets,10,0.3333333333333333,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_targets,11,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_targets,12,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_targets,13,0.3333333333333333,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_targets,14,0.6666666666666666,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_targets,15,0.3333333333333333,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_targets,16,0.3333333333333333,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_targets,17,0.6666666666666666,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_targets,18,0.3333333333333333,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_targets,19,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,retrieve_known_targets,20,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_property_prediction,1,0.35669099756691,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_property_prediction,2,0.393050193050193,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_property_prediction,3,0.771689497716895,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_property_prediction,4,0.35429975429975424,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_property_prediction,5,0.5872659176029963,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_property_prediction,6,0.7963340122199593,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_property_prediction,7,0.5863247863247864,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_property_prediction,8,0.5742663656884875,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_property_prediction,9,0.5630331753554503,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_property_prediction,10,0.5663551401869158,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_property_prediction,11,0.5508295625942685,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_property_prediction,12,0.3639344262295082,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_property_prediction,13,0.5402597402597402,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_property_prediction,14,0.5508295625942685,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_property_prediction,15,0.365016501650165,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_property_prediction,16,0.7215066828675577,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_property_prediction,17,0.6153846153846154,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_property_prediction,18,0.711111111111111,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_property_prediction,19,0.7344086021505376,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_property_prediction,20,0.4515679442508711,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,virtual_screening,1,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,virtual_screening,2,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,virtual_screening,3,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,virtual_screening,4,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,virtual_screening,5,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,virtual_screening,6,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,virtual_screening,7,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,virtual_screening,8,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,virtual_screening,9,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,virtual_screening,10,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,virtual_screening,11,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,virtual_screening,12,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,virtual_screening,13,,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,virtual_screening,14,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,virtual_screening,15,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,virtual_screening,16,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,virtual_screening,17,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,virtual_screening,18,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,virtual_screening,19,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,virtual_screening,20,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,binding_mechanism,1,0.2,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,binding_mechanism,2,0.4,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,binding_mechanism,3,0.4,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,binding_mechanism,4,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,binding_mechanism,5,0.6,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,binding_mechanism,6,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,binding_mechanism,7,0.6,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,binding_mechanism,8,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,binding_mechanism,9,0.4,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,binding_mechanism,10,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,binding_mechanism,11,0.6,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,binding_mechanism,12,0.2,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,binding_mechanism,13,0.6,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,binding_mechanism,14,0.6,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,binding_mechanism,15,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,binding_mechanism,16,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,binding_mechanism,17,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,binding_mechanism,18,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,binding_mechanism,19,0.2,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,binding_mechanism,20,0.0,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_design,1,0.7255067744814319,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_design,2,0.7452770257740431,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_design,3,0.7452770257740431,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_design,4,0.7452770257740431,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_design,5,0.7452770257740431,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_design,6,0.7452770257740431,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_design,7,0.7452770257740431,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_design,8,0.7452770257740431,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_design,9,0.7452770257740431,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_design,10,0.7452770257740431,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_design,11,0.7452770257740431,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_design,12,0.7452770257740431,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_design,13,0.7452770257740431,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_design,14,0.7452770257740431,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_design,15,0.7452770257740431,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_design,16,0.7452770257740431,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_design,17,0.7452770257740431,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_design,18,0.7452770257740431,scored
DeepSeek V4 Flash,deepseek/deepseek-v4-flash-0731,openrouter,molecular_design,19,0.7452770257740431,scored
